State,Employer_Name,Occupation
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,"TUV RHEINLAND OF NORTH AMERICA, INC.",Aerospace
CONNECTICUT,TORQUE TECHNOLOGIES LLC,IT
CONNECTICUT,"VERTEX, INCORPORATED",IT
CONNECTICUT,PRIME HEALTHCARE PC,Health Care
CONNECTICUT,"CONNECTICUT MULTISPECIALTY GROUP, PC",Health Care
CONNECTICUT,INFOTECH ENTERPRISES AMERICA INC,IT
CONNECTICUT,"GRAHAM CAPITAL MANAGEMENT, L.P.",Finance
CONNECTICUT,GOLFKICK LLC,IT
CONNECTICUT,SMARTEQUIP INC.,IT
CONNECTICUT,TRILEGIANT CORPORATION,Other Economic Sector
CONNECTICUT,MAIN STREET DENTAL PC,Health Care
CONNECTICUT,"TUV RHEINLAND OF NORTH AMERICA, INC.",Aerospace
CONNECTICUT,"NORTHEAST MEDICAL GROUP, INC.",Health Care
CONNECTICUT,"REPUCOM AMERICA, LLC",Other Economic Sector
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,"HIGHER ONE, INC.",Finance
CONNECTICUT,UNITED TECHNOLOGIES RESEARCH CENTER,Biotechnology
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,ALAA AHMED DMD PC,Health Care
CONNECTICUT,"PROTEGRITY USA, INC.",Homeland Security
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,PANGEA SOLUTIONS INC,IT
CONNECTICUT,JOHN MIGLIARESE & SON INC.,Other Economic Sector
CONNECTICUT,BRIDGEPORT PHARMACY LLC,Other Economic Sector
CONNECTICUT,"INFOTECH ENTERPRISES AMERICA, INC.,",IT
CONNECTICUT,"SS&C TECHNOLOGIES, INC.",IT
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,"INFOTECH ENTERPRISES AMERICA, INC.,",IT
CONNECTICUT,ARTHUR MURRAY DANCE STUDIO,Other Economic Sector
CONNECTICUT,"EUROPEAN MASONRY CONTRACTORS, INC.",
CONNECTICUT,"RBS SECURITIES, INC.",Finance
CONNECTICUT,SDG CORPORATION,IT
CONNECTICUT,WESTERN CONNECTICUT MEDICAL GROUP (NAME CHANGED),Health Care
CONNECTICUT,WESTERN CONNECTICUT MEDICAL GROUP (NAME CHANGED),Health Care
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,"VAN ZELM HEYWOOD & SHADFORD, INC.",Aerospace
CONNECTICUT,"ANDERSON PRODUCTIONS, INC.",IT
CONNECTICUT,"ER SQUARED, INC.",Other Economic Sector
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,COMPASS GROUP MANAGEMENT LLC,Finance
CONNECTICUT,GORDON BRUCE DESIGN LLC,Advanced Mfg
CONNECTICUT,TERRA TECHNOLOGY LLC,IT
CONNECTICUT,ARIS GLOBAL LLC,IT
CONNECTICUT,LAZ PARKING LTD LLC.,Other Economic Sector
CONNECTICUT,"TALENT IT SERVICES, INC",IT
CONNECTICUT,"LINAL, INC.",Other Economic Sector
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,"CONNECTICUT MULTISPECIALTY GROUP, PC",Health Care
CONNECTICUT,SOUTHRIDGE PARTNERS II LP,Finance
CONNECTICUT,"CONNECTICUT MULTISPECIALTY GROUP, PC",Health Care
CONNECTICUT,XL GLOBAL SERVICES,Finance
CONNECTICUT,"COMMUNITY HEALTH CENTER, INC",Health Care
CONNECTICUT,"FISCHER TECHNOLOGY, INC.",Aerospace
CONNECTICUT,NOAH'S ARK ANIMAL HOSPITAL,Other Economic Sector
CONNECTICUT,ST. VINCENT'S MULTISPECIALTY GROUP,Health Care
CONNECTICUT,CARTUS CORPORATION,Other Economic Sector
CONNECTICUT,INFOTECH ENTERPRISES AMERICA INC,IT
CONNECTICUT,"STANLEY BLACK & DECKER, INC.",Advanced Mfg
CONNECTICUT,THE RECTORY SCHOOL,Educational Services
CONNECTICUT,"DAVIS-STANDARD, LLC",Advanced Mfg
CONNECTICUT,MAGNA INFOTECH LTD,IT
CONNECTICUT,B. DICKSON & ASSOCIATES LLC,Educational Services
CONNECTICUT,CONNING & COMPANY,Finance
CONNECTICUT,FAIRFIELD UNIVERSITY,Educational Services
CONNECTICUT,UBS SECURITIES LLC,Finance
CONNECTICUT,ALSTOM POWER INC.,Energy
CONNECTICUT,GSS INFOTECH CT INC,IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,GSS INFOTECH CT INC,IT
CONNECTICUT,ESPN TECHNOLOGY SERVICES,Other Economic Sector
CONNECTICUT,"STANLEY BLACK & DECKER, INC.",Advanced Mfg
CONNECTICUT,NESTLE WATERS NORTH AMERICA,Advanced Mfg
CONNECTICUT,"IMMUCOR TRANSPLANT DIAGNOSTICS, INC.",Advanced Mfg
CONNECTICUT,QUINNIPIAC UNIVERSITY,Educational Services
CONNECTICUT,OTIS ELEVATOR COMPANY,Advanced Mfg
CONNECTICUT,"STATOIL NORTH AMERICA, INC.",Energy
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,"AVENUE NAILS & SPA, INC.",Other Economic Sector
CONNECTICUT,"TIMEX GROUP USA, INC.",Advanced Mfg
CONNECTICUT,CLAYTON SERVICES LLC,Finance
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,"SLAVINS-HANCOCK PHARMACY,INC",Retail
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,ST. VINCENT'S MULTISPECIALTY GROUP,Health Care
CONNECTICUT,ALSTOM POWER INC.,Energy
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,"CLUB QUARTERS MANAGEMENT CO., LLC",Hospitality
CONNECTICUT,"CONNECTICUT MULTISPECIALTY GROUP, PC",Health Care
CONNECTICUT,"UBS AG,",Finance
CONNECTICUT,MAGANTI IT RESOURCES LLC,IT
CONNECTICUT,WESTPORT COMPUTER,IT
CONNECTICUT,"HANCOCK PHARMACY II, LLC",Retail
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,APRICUS INC.,Other Economic Sector
CONNECTICUT,INTELLIMEDIA NETWORKS INC.,IT
CONNECTICUT,TOMZ CORPORATION,Advanced Mfg
CONNECTICUT,PRICELINE.COM,Retail
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,XL GLOBAL SERVICES,Finance
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,"GLOBAL STEERING SYSTEMS, LLC",Automotive
CONNECTICUT,NOBLE AMERICAS GAS & POWER,Finance
CONNECTICUT,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC",Advanced Mfg
CONNECTICUT,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,Finance
CONNECTICUT,EASTERN CONNECTICUT STATE UNIVERSITY,Educational Services
CONNECTICUT,"ORAL CARE DENTAL GROUP II, LLC",Health Care
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,"GERBER SCIENTIFIC INTERNATIONAL, INC.",
CONNECTICUT,PELLI CLARKE PELLI ARCHITECTS,Other Economic Sector
CONNECTICUT,"PRAXAIR,INC.",Advanced Mfg
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,"WORLDQUANT, LLC",Finance
CONNECTICUT,"BRIDGEWATER ASSOCIATES, LP",Finance
CONNECTICUT,INFOWAVE SYSTEMS INC,IT
CONNECTICUT,"PRAXAIR,INC.",Advanced Mfg
CONNECTICUT,SUPER SEVEN CLEANERS INC,Other Economic Sector
CONNECTICUT,XL GLOBAL SERVICES,Finance
CONNECTICUT,STRATEGIC BUILDING SOLUTIONS,Aerospace
CONNECTICUT,THE BARDEN CORPORATION,Advanced Mfg
CONNECTICUT,TUDOR INVESTMENT CORPORATION,Finance
CONNECTICUT,YALE NEW HAVEN HOSPITAL,Health Care
CONNECTICUT,"WILTON RE SERVICES, INC.",Finance
CONNECTICUT,RBC BEARINGS INCORPORATED,Advanced Mfg
CONNECTICUT,FACTSET RESEARCH SYSTEMS INC.,IT
CONNECTICUT,UNITED TECHNOLOGIES RESEARCH CENTER,Biotechnology
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,AETNA LIFE INSURANCE COMPANY,Finance
CONNECTICUT,INFOTECH ENTERPRISES AMERICA INC,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,GREENWICH KOREAN CHURCH,Other Economic Sector
CONNECTICUT,"STANLEY BLACK & DECKER, INC.",Advanced Mfg
CONNECTICUT,INFOTECH ENTERPRISES AMERICA INC,IT
CONNECTICUT,ARIS GLOBAL LLC,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,LACEY MANUFACTURING COMPANY,Advanced Mfg
CONNECTICUT,FAMILY DENTISTRY OF BRIDGEPORT PC,Health Care
CONNECTICUT,"TIMEX GROUP USA, INC.",Advanced Mfg
CONNECTICUT,CONNECTICUT COLLEGE,Educational Services
CONNECTICUT,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC",Advanced Mfg
CONNECTICUT,DGF SERVICES LLC,Finance
CONNECTICUT,"THE SPINE AND PAIN INSTITUTE AT MIDSTATE, LLC",Health Care
CONNECTICUT,GSS INFOTECH CT INC,IT
CONNECTICUT,"BRIDGEWATER ASSOCIATES, LP",Finance
CONNECTICUT,"AI ENGINEERS, INC.",Aerospace
CONNECTICUT,"SCHICK MANUFACTURING, INC.",Advanced Mfg
CONNECTICUT,"STATOIL NORTH AMERICA, INC.",Energy
CONNECTICUT,HENRY FEUERSTEIN,Other Economic Sector
CONNECTICUT,"STARWOOD CAPITAL OPERATIONS, LLC",Finance
CONNECTICUT,"PRAXAIR,INC.",Advanced Mfg
CONNECTICUT,"ASPEN INSURANCE US SERVICES, INC.",Finance
CONNECTICUT,JCBIZ II CORP,Other Economic Sector
CONNECTICUT,PARTNERRE CAPITAL MARKETS CORP,Finance
CONNECTICUT,ALEA NORTH AMERICA COMPANY,Finance
CONNECTICUT,GREY WALL SOFTWARE LLC,IT
CONNECTICUT,"FACTORUM, INC.",IT
CONNECTICUT,PERMASTEELISA NORTH AMERICA CORP,Advanced Mfg
CONNECTICUT,"DARIEN SPORT SHOP, INC.",Retail
CONNECTICUT,PRIME CARE SERVICES INC. OF CONNECTICUT,Health Care
CONNECTICUT,TRUMPF INC.,Advanced Mfg
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,YALE NEW HAVEN HOSPITAL,Health Care
CONNECTICUT,ARIS GLOBAL LLC,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,MAGANTI IT RESOURCES LLC,IT
CONNECTICUT,CASTLETON COMMODITIES INTERNATIONAL LLC,Other Economic Sector
CONNECTICUT,AQR CAPITAL MANAGEMENT,Finance
CONNECTICUT,AMERICAN INSTITUTE FOR FOREIGN STUDY,Other Economic Sector
CONNECTICUT,INFOTECH ENTERPRISES AMERICA INC,IT
CONNECTICUT,UBS SECURITIES LLC,Finance
CONNECTICUT,"HIGHER ONE, INC.",Finance
CONNECTICUT,TRUMPF INC.,Advanced Mfg
CONNECTICUT,SEPALS CORPORATION,IT
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,"ESPN PRODUCTIONS, INC.",Other Economic Sector
CONNECTICUT,HHC PHYSICIANSCARE INC,Health Care
CONNECTICUT,AQR CAPITAL MANAGEMENT,Finance
CONNECTICUT,IBG LLC,Finance
CONNECTICUT,WEST HAVEN SMILE DENTAL LLC,Health Care
CONNECTICUT,GSS INFOTECH CT INC,IT
CONNECTICUT,NUTECH INFORMATION SYSTEMS,IT
CONNECTICUT,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC",Advanced Mfg
CONNECTICUT,WEBILENT TECHNOLOGY INC.,IT
CONNECTICUT,"KEYTECH, A DIV. OF ARROWPOINT  TECHNOLOGIES, INC.",IT
CONNECTICUT,TRU AUTO MALL LLC,Automotive
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,PURDUE PHARMA LP,Advanced Mfg
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,"FACTORUM, INC.",IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,UBS SECURITIES LLC,Finance
CONNECTICUT,"BRIDGEWATER ASSOCIATES, LP",Finance
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,"RBS SECURITIES, INC.",Finance
CONNECTICUT,TORQUE TECHNOLOGIES LLC,IT
CONNECTICUT,NEELTRAN,Advanced Mfg
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,"PRAXAIR,INC.",Advanced Mfg
CONNECTICUT,"TRIPLE POINT TECHNOLOGY, INC.",IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,DIAGEO NORTH AMERICA,Advanced Mfg
CONNECTICUT,"LUMESIS, INC.",IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,CASTLETON COMMODITIES INTERNATIONAL LLC,Other Economic Sector
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,"NAVIGATORS MANAGEMENT COMPANY, INC.",Finance
CONNECTICUT,ST. VINCENT'S MULTISPECIALTY GROUP,Health Care
CONNECTICUT,"SS&C TECHNOLOGIES, INC.",IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,UBS SECURITIES LLC,Finance
CONNECTICUT,ALSTOM POWER INC.,Energy
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,ESPN TECHNOLOGY SERVICES,Other Economic Sector
CONNECTICUT,PERIMETER INTERNETWORKING CORP.,IT
CONNECTICUT,YALE UNIVERSITY,Educational Services
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,"INFOTECH ENTERPRISES AMERICA, INC.,",IT
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,WINTEK SOLUTIONS INC,IT
CONNECTICUT,"RESEARCH CENTER FOR CLINICAL STUDIES, INC.",Biotechnology
CONNECTICUT,"KOLMAR AMERICAS, INC.",Finance
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,PITNEY BOWES INC.,Advanced Mfg
CONNECTICUT,"INFOTECH ENTERPRISES AMERICA, INC.,",IT
CONNECTICUT,NORTH AMERICA RAPID RESULTS TECHNOLOGIES INC.,IT
CONNECTICUT,MRESULT CORP,IT
CONNECTICUT,ALSTOM POWER INC.,Energy
CONNECTICUT,HARTFORD FIRE INSURANCE COMPANY,Finance
CONNECTICUT,"BLUE SKY STUDIOS, INC.",IT
CONNECTICUT,HARTFORD FIRE INSURANCE COMPANY,Finance
CONNECTICUT,PARTNERS SOFT INC,IT
CONNECTICUT,"SAINT FRANCIS MEDICAL GROUP, INC.",Health Care
CONNECTICUT,WESLEYAN UNIVERSITY,Educational Services
CONNECTICUT,TANGOE INC.,
CONNECTICUT,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC",Advanced Mfg
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,XL GLOBAL SERVICES,Finance
CONNECTICUT,CARTUS CORPORATION,Other Economic Sector
CONNECTICUT,PEOPLE'S UNITED BANK,Finance
CONNECTICUT,"SS&C TECHNOLOGIES, INC.",IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,"FRANKLIN MEDICAL GROUP, PC",Health Care
CONNECTICUT,WELLSPRING CULTURAL EDUCATIONAL FOUNDATION,Other Economic Sector
CONNECTICUT,THE WELLSPRING GROUP INC.,IT
CONNECTICUT,"STARWOOD HOTELS AND RESORTS, INC.",Hospitality
CONNECTICUT,GREENWICH ASSOCIATES,Other Economic Sector
CONNECTICUT,"NORTHEAST MEDICAL GROUP, INC.",Health Care
CONNECTICUT,"FAIRFAX DATA SYSTEMS, INC",IT
CONNECTICUT,SMARTEQUIP INC.,IT
CONNECTICUT,"RBS SECURITIES, INC.",Finance
CONNECTICUT,MAGNA INFOTECH LTD,IT
CONNECTICUT,MICHELL ENTERPRISES LLC,Hospitality
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,AQR CAPITAL MANAGEMENT,Finance
CONNECTICUT,NAVIG8 AMERICA LLC,Transportation
CONNECTICUT,COLUMBIA I.S. CONSULTING GROUP INC.,IT
CONNECTICUT,"ADMILL MACHINE CO, LLC.",Aerospace
CONNECTICUT,UBS SECURITIES LLC,Finance
CONNECTICUT,EAST MAIN DENTAL P.C.,Health Care
CONNECTICUT,WESTERN CONNECTICUT MEDICAL GROUP (NAME CHANGED),Health Care
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,"CONNECTICUT MULTISPECIALTY GROUP, PC",Health Care
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,"WORLDQUANT, LLC",Finance
CONNECTICUT,"BRIDGEWATER ASSOCIATES, LP",Finance
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,"SLAVINS-HANCOCK PHARMACY,INC",Retail
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,NEIL KATZ,Other Economic Sector
CONNECTICUT,"SPH2 ENTERPRISES,  LLC",Health Care
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,WESTERN CONNECTICUT STATE UNIVERSITY,Educational Services
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,YALE NEW HAVEN HOSPITAL,Health Care
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,MILESTONE INC,Other Economic Sector
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,QUINNIPIAC UNIVERSITY,Educational Services
CONNECTICUT,FACTSET RESEARCH SYSTEMS INC.,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,ALSTOM POWER INC.,Energy
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,INTERACTIVE BROKERS LLC,Finance
CONNECTICUT,UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,Finance
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,CIGNA HEALTH AND LIFE INSURANCE COMPANY,Finance
CONNECTICUT,THE WELLSPRING GROUP INC.,IT
CONNECTICUT,THE WILLIAM W. BACKUS HOSPITAL,Health Care
CONNECTICUT,"FLAG CAPITAL MANAGEMENT, LLC",Finance
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,THE GREAT OUTDOORS LLC,
CONNECTICUT,CEEBRAID-SIGNAL MANAGEMENT/MORGAN GREGORY LIMITED PARTNERSHIP,Construction
CONNECTICUT,"CREATIVE NAILS, INC.",Other Economic Sector
CONNECTICUT,"VLINK, INC.",IT
CONNECTICUT,"ELMER'S DINER, INC.",Hospitality
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,"GEM LANDSCAPING, LLC.",Other Economic Sector
CONNECTICUT,"MJM STONE MASON SUPPLY OF STAMFORD, INC",
CONNECTICUT,DIGITAL ANGEL CORPORATION,Advanced Mfg
CONNECTICUT,AA AUTO CENTER,
CONNECTICUT,WB KING PIZZA AND DONUT RESTAURANT,Hospitality
CONNECTICUT,MEDICAL WEB TECHNOLOGIES LLC,IT
CONNECTICUT,BENJAMIN NICKOLL,Other Economic Sector
CONNECTICUT,"DERECKTOR HOLDINGS, INC. D/B/A DERECKTOR SHIPYARDS CONN.LLC",Advanced Mfg
CONNECTICUT,"INFOTECH ENTERPRISES AMERICA, INC.,",IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,MOHEGAN TRIBAL GAMING AUTHORITY AKA MOHEGAN SUN,Hospitality
CONNECTICUT,WEST HAVEN SMILE DENTAL LLC,Health Care
CONNECTICUT,"ADDESSI FENCING, LLC",
CONNECTICUT,FRONTIER COMMUNICATIONS CORPORATION,
CONNECTICUT,WEBILENT TECHNOLOGY INC.,IT
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,PERMASTEELISA NORTH AMERICA CORP,Advanced Mfg
CONNECTICUT,"ARISCO FARMS, LLC",Agribusiness
CONNECTICUT,XL GLOBAL SERVICES,Finance
CONNECTICUT,"ASPIRE SYSTEMS, INC",IT
CONNECTICUT,TRES AMIGOS INC.,Hospitality
CONNECTICUT,PERMASTEELISA NORTH AMERICA CORP,Advanced Mfg
CONNECTICUT,SASCO ENERGY PARTNERS LLC,Finance
CONNECTICUT,WHITE ARCHITECTS,Other Economic Sector
CONNECTICUT,"INFOTECH ENTERPRISES AMERICA, INC.,",IT
CONNECTICUT,OLYMPIC TAEKWONDO ACADEMY,Educational Services
CONNECTICUT,OTIS ELEVATOR COMPANY,Advanced Mfg
CONNECTICUT,BRIDGEPORT PHYSICAL THERAPY CENTER AND SPORTS MEDICINE ASSOCIATES INC.,Health Care
CONNECTICUT,WELLSPRING CULTURAL EDUCATIONAL FOUNDATION,Educational Services
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,INFOWAVE SYSTEMS INC,IT
CONNECTICUT,CANBERRA INDUSTRIES,
CONNECTICUT,CARRIER CORPORATION,Other Economic Sector
CONNECTICUT,WELLSPRING CULTURAL EDUCATIONAL FOUNDATION,Educational Services
CONNECTICUT,"PIATTO, INC.",Hospitality
CONNECTICUT,BEACON REEL COMPANY,Advanced Mfg
CONNECTICUT,JOHN E. RICHARDSON INC.,
CONNECTICUT,PERMASTEELISA NORTH AMERICA CORP,Advanced Mfg
CONNECTICUT,PITNEY BOWES INC.,Advanced Mfg
CONNECTICUT,ODYSSEY REINSURANCE COMPANY,Finance
CONNECTICUT,UBS SECURITIES LLC,Finance
CONNECTICUT,T & F GLOBAL PARTNERS LLC,Retail
CONNECTICUT,CIGNA CGLIC,Finance
CONNECTICUT,UNITED CHURCH OF WESTVILLE,Other Economic Sector
CONNECTICUT,"NES, LLC.",Other Economic Sector
CONNECTICUT,"CCO, LLC",Other Economic Sector
CONNECTICUT,"WHOLESALE CLUB, LLC",Other Economic Sector
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,VIACODE CONSULTING LLC,Retail
CONNECTICUT,XL SPECIALTY INSURANCE COMPANY,Finance
CONNECTICUT,GSS INFOTECH CT INC,IT
CONNECTICUT,PERMASTEELISA NORTH AMERICA CORP,Advanced Mfg
CONNECTICUT,CHEN YAM RESTAURANT CORP,Hospitality
CONNECTICUT,CT BEAUTY MAX LLC,Retail
CONNECTICUT,"NES, LLC.",Other Economic Sector
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,"ORAL CARE DENTAL GROUP II, LLC",Health Care
CONNECTICUT,WINTEK SOLUTIONS INC,IT
CONNECTICUT,PITNEY BOWES INC.,Advanced Mfg
CONNECTICUT,"RBS SECURITIES, INC.",Finance
CONNECTICUT,JAMES A SKINNER III,Other Economic Sector
CONNECTICUT,JORGE BUILDERS INC.,Construction
CONNECTICUT,"MERCURIA ENERGY AMERICA, INC.",Finance
CONNECTICUT,"PGT DERBY, INC.",Other Economic Sector
CONNECTICUT,"SAC CAPITAL ADVISORS, LP",Finance
CONNECTICUT,AFFINION GROUP,Other Economic Sector
CONNECTICUT,KENCAST,IT
CONNECTICUT,VERUS FINANCIAL LLC,Finance
CONNECTICUT,CYMA SYSTEMS INC,IT
CONNECTICUT,INFOWAVE SYSTEMS INC,IT
CONNECTICUT,"STARWOOD CAPITAL OPERATIONS, LLC",Finance
CONNECTICUT,PEPPERIDGE FARM,Advanced Mfg
CONNECTICUT,"TRIPLE POINT TECHNOLOGY, INC.",IT
CONNECTICUT,"RBS SECURITIES, INC.",Finance
CONNECTICUT,"RAM CONSTRUCTION, LLC",Construction
CONNECTICUT,EDWARDS WILDMAN PALMER LLP,Other Economic Sector
CONNECTICUT,UNIVERSITY OF CONNECTICUT,Educational Services
CONNECTICUT,GARTNER INC.,IT
CONNECTICUT,"STANLEY BLACK & DECKER, INC.",Advanced Mfg
CONNECTICUT,"A RESOURCE FOR RESULTS, LLC",Other Economic Sector
CONNECTICUT,"TUV RHEINLAND OF NORTH AMERICA, INC.",Aerospace
CONNECTICUT,"SAC CAPITAL ADVISORS, LP",Finance
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,"BIOINFO SYSTEMS,LLC",IT
CONNECTICUT,WEBILENT TECHNOLOGY INC.,IT
CONNECTICUT,ALSTOM POWER INC.,Energy
CONNECTICUT,AQUINAS CONSULTING,IT
CONNECTICUT,H.W. MACHINE LLC,Advanced Mfg
CONNECTICUT,THE WIREMOLD COMPANY,Advanced Mfg
CONNECTICUT,THE WELLSPRING GROUP INC.,IT
CONNECTICUT,THE TRAVELERS INDEMNITY COMPANY,Finance
CONNECTICUT,"BRIDGEWATER ASSOCIATES, LP",Finance
CONNECTICUT,"NES, LLC.",Other Economic Sector
CONNECTICUT,TORQUE TECHNOLOGIES LLC,IT
CONNECTICUT,"VBRICK SYSTEMS, INC.",Advanced Mfg
DELAWARE,"W.L. GORE & ASSOCIATES, INC.",Advanced Mfg
DELAWARE,HALLMARK GLOBAL TECHNOLOGIES INC.,IT
DELAWARE,"DELASOFT, INC",IT
DELAWARE,WENOVA INC,IT
DELAWARE,NEMOURS/ALFRED I. DUPONT HOSPITAL FOR CHILDREN,Automotive
DELAWARE,WENOVA INC,IT
DELAWARE,"DELASOFT, INC",IT
DELAWARE,JAM INC.,Transportation
DELAWARE,"HEADSTREAM, INC.",IT
DELAWARE,"HEADSTREAM, INC.",IT
DELAWARE,HALLMARK GLOBAL TECHNOLOGIES INC.,IT
DELAWARE,"HEADSTREAM, INC.",IT
DELAWARE,"HEALTHCORE, INC.",Finance
DELAWARE,"DELASOFT, INC",IT
DELAWARE,ENOVA TECHNOLOGY SOLUTIONS LLC,IT
DELAWARE,ZIETA TECHNOLOGIES LLC,IT
DELAWARE,COVANT SOLUTIONS INC,IT
DELAWARE,BARCLAYS BANK DELAWARE,Finance
DELAWARE,"DELASOFT, INC",IT
DELAWARE,E.I. DUPONT DE NEMOURS AND COMPANY,Advanced Mfg
DELAWARE,"DELASOFT, INC",IT
DELAWARE,NEMOURS/ALFRED I. DUPONT HOSPITAL FOR CHILDREN,Finance
DELAWARE,"DELASOFT, INC",IT
DELAWARE,"HEADSTREAM, INC.",IT
DELAWARE,"HEADSTREAM, INC.",IT
DELAWARE,"HEADSTREAM, INC.",IT
DELAWARE,QUALITREE INC,IT
DELAWARE,"ROHM & HAAS ELECTRONIC MATERIALS CMP, INC.",Biotechnology
DELAWARE,HALLMARK GLOBAL TECHNOLOGIES INC.,IT
