State,Employer_Name,Occupation
NEW JERSEY,"ISIS COLLECTIONS, INC.",Other Economic Sector
NEW JERSEY,"EPEOPLE TECHNOLOGIES, INC.",IT
NEW JERSEY,"MARLABS, INC",IT
NEW JERSEY,SIRI INFOSOLUTIONS INC,IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,SOFTEK INTERNATIONAL INC,IT
NEW JERSEY,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Finance
NEW JERSEY,"HERMITAGE INFOTECH, LLC",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,SIRI INFOSOLUTIONS INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"APEX TECHNOLOGY SYSTEMS, INC",IT
NEW JERSEY,DIVERSANT LLC,IT
NEW JERSEY,"CUSTOM CARE HEALTH SERVICES, INC.",Health Care
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"IRIS SOFTWARE, INC.",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,CEGEDIM STRATEGIC DATA USA LLC,IT
NEW JERSEY,DATAFORMIX TECHNOLOGIES INC,IT
NEW JERSEY,MARGIN5 SOLUTIONS INC,IT
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,OPEN SYSTEMS TECHNOLOGIES,IT
NEW JERSEY,"WEVOICE, INC.",IT
NEW JERSEY,"TRUSTEK, INC.",IT
NEW JERSEY,ICAP CAPITAL MARKETS LLC,Finance
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,"AMIRIT TECHNOLOGIES, INC.",Aerospace
NEW JERSEY,"SMART SOURCE TECHNOLOGIES, INC.",IT
NEW JERSEY,ATLANTA TRADING & ENG CONSULTING LLC,Aerospace
NEW JERSEY,"GUY CARPENTER AND COMPANY, LLC",Finance
NEW JERSEY,IMATRIX CORP,IT
NEW JERSEY,"STARR, DARCY & STARR, P.C.",Finance
NEW JERSEY,"TRUSTEK, INC.",IT
NEW JERSEY,"RESOURCE LOGISTICS, INC.",IT
NEW JERSEY,"IT CATS, LLC",IT
NEW JERSEY,SPRUCE TECHNOLOGY INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"MUNGSUBE ENTERPRISE, INC.",Other Economic Sector
NEW JERSEY,"LOGIC PLANET, INC",IT
NEW JERSEY,"SEOUL SHIK POOM, INC.",Other Economic Sector
NEW JERSEY,LABVANTAGE SOLUTIONS INC.,IT
NEW JERSEY,APTIVA CORP,IT
NEW JERSEY,PANASONIC CORPORATION OF NORTH AMERICA,Advanced Mfg
NEW JERSEY,OPEN SYSTEMS TECHNOLOGIES,IT
NEW JERSEY,CG-VAK SOFTWARE (USA) INC,IT
NEW JERSEY,INFINITY TECH GROUP INC,IT
NEW JERSEY,"MINK HAIR, LTD D/B/A SENSUAL",Other Economic Sector
NEW JERSEY,"CAVALIER IT, INC.",IT
NEW JERSEY,QUADRANT 4 CONSULTING INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"NEW YORK TECHNOLOGY PARTNERS, INC.",IT
NEW JERSEY,"SUNFIX TECHNOLOGIES, INC",IT
NEW JERSEY,"RESOURCE LOGISTICS, INC.",IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,CELLCO PARTNERSHIP D/B/A VERIZON WIRELESS,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"KAIZEN TECHNOLOGIES, INC",IT
NEW JERSEY,ORACLE FINANCIAL SERVICES SOFTWARE INC.,IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,"NAIK CONSULTING GROUP, P.C.",Aerospace
NEW JERSEY,FORTIRA INC,IT
NEW JERSEY,PROMATRIX CORP,IT
NEW JERSEY,NICE SYSTEMS INC,IT
NEW JERSEY,COLLABERA INC,IT
NEW JERSEY,CAMIN CARGO CONTROL,Transportation
NEW JERSEY,PROMATRIX CORP,IT
NEW JERSEY,"INTEGRATED RESOURCES, INC.",Other Economic Sector
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,NOVARTIS PHARMACEUTICALS CORPORATION,
NEW JERSEY,"SWANKTEK, INC",IT
NEW JERSEY,NEW DEAL LLC,Advanced Mfg
NEW JERSEY,VISIONET SYSTEMS INC,IT
NEW JERSEY,NICE SYSTEMS INC,IT
NEW JERSEY,"RCI, LLC",Other Economic Sector
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,3I INFOTECH INC.,IT
NEW JERSEY,GOLDMAN SACHS SERVICES LLC,Finance
NEW JERSEY,COLLABERA INC,IT
NEW JERSEY,WORLDWIDE FREIGHT SERVICES,Transportation
NEW JERSEY,"CAVALIER IT, INC.",IT
NEW JERSEY,SGS NORTH AMERICA INC.,Aerospace
NEW JERSEY,TECHNO-COMP INC,IT
NEW JERSEY,RIVERVIEW FOOT AND ANKLE ASSOCIATES P.C.,Health Care
NEW JERSEY,TECHDEMOCRACY LLC,IT
NEW JERSEY,VONAGE NETWORK INC,Advanced Mfg
NEW JERSEY,"PAMTEN, INC.",IT
NEW JERSEY,NITYO INFOTECH CORPORATION,IT
NEW JERSEY,3I INFOTECH INC.,IT
NEW JERSEY,3I INFOTECH INC.,IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,NBCUNIVERSAL MEDIA LLC,Other Economic Sector
NEW JERSEY,"CAVALIER IT, INC.",IT
NEW JERSEY,MILLENNIUM INFORMATION TECHNOLOGIES,IT
NEW JERSEY,"DOW JONES & COMPANY, INC.",Other Economic Sector
NEW JERSEY,ARMSTRONG TECHNOLOGIES INC.,IT
NEW JERSEY,"ORION SYSTEMS INTEGRATORS, INC",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,NOVARTIS PHARMACEUTICALS CORPORATION,
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"EVEREST CONSULTING GROUP, INC",IT
NEW JERSEY,NALASHAA LLC,IT
NEW JERSEY,"EVEREST CONSULTING GROUP, INC",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"SMART SOURCE TECHNOLOGIES, INC.",IT
NEW JERSEY,SANTHIGRAM KERALA AYURVEDIC CO OF US INC,Other Economic Sector
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,CELGENE CORPORATION,Advanced Mfg
NEW JERSEY,CAMERA SERVICE CENTER INC,Other Economic Sector
NEW JERSEY,"EMTEC, INC.",IT
NEW JERSEY,"EMTEC, INC.",IT
NEW JERSEY,AXON SOLUTIONS INC.,Other Economic Sector
NEW JERSEY,"URL SYSTEMS, INC.",IT
NEW JERSEY,U.S. TECH SOLUTIONS INC,IT
NEW JERSEY,ASTRON CONSULTING LLC,IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"PRIMESOFT, INC.",IT
NEW JERSEY,"CIRCULAR EDGE, LLC",IT
NEW JERSEY,VALLEY SPRING FAMILY MEDICINE,Health Care
NEW JERSEY,"SUSWEE INFOTECH CORP., D/B/A COMPU-INFO",IT
NEW JERSEY,MARGHERITA'S PIZZERIA & CAFE,Hospitality
NEW JERSEY,INFOREEM INC,IT
NEW JERSEY,"SEED, LLC",Educational Services
NEW JERSEY,NICENET SYSTEMS INC,IT
NEW JERSEY,"MARLABS, INC",IT
NEW JERSEY,"SUSWEE INFOTECH CORP., D/B/A COMPU-INFO",IT
NEW JERSEY,"EPOCH SOLUTIONS, INC.",IT
NEW JERSEY,ASIAN FOOD MARKETS OF PISCATAWAY LLC,Retail
NEW JERSEY,"KLEEN&CLEANERS,INC. T/A VALLEY MALL CLEANERS",Other Economic Sector
NEW JERSEY,LEADERS INSTITUTE OF MARTIAL ARTS LLC.,Educational Services
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,WNS NORTH AMERICA INC.,IT
NEW JERSEY,ARMO CONSULTANTS DBA ARMO SOLUTIONS,IT
NEW JERSEY,RAM ASSOCIATES,Finance
NEW JERSEY,"EVEREST CONSULTING GROUP, INC",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,BAYER HEALTHCARE LLC,Advanced Mfg
NEW JERSEY,LENMAR CONSULTING INC.,IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"22ND CENTURY TECHNOLOGIES INC,",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,IT AMERICA INC,IT
NEW JERSEY,"PAMTEN, INC.",IT
NEW JERSEY,"PAMTEN, INC.",IT
NEW JERSEY,THE PRUDENTIAL INSURANCE COMPANY OF AMERICA,Finance
NEW JERSEY,FUNDTECH,IT
NEW JERSEY,"CORE EDUCATION AND CONSULTING SOLUTIONS, INC.",Other Economic Sector
NEW JERSEY,ENZYMOTEC USA INC.,Other Economic Sector
NEW JERSEY,"GMB NORTH AMERICA, INC.",Other Economic Sector
NEW JERSEY,"HONEYWELL INTERNATIONAL, INC.",Advanced Mfg
NEW JERSEY,"SWANKTEK, INC",IT
NEW JERSEY,"EXUBERANT, INC.",IT
NEW JERSEY,LARSEN & TOUBRO INFOTECH LIMITED,IT
NEW JERSEY,"DVR SOFTEK INC.,",IT
NEW JERSEY,"ALCATEL LUCENT USA, INC.",Advanced Mfg
NEW JERSEY,"HUNTINGDON LIFE SCIENCES, INC.",
NEW JERSEY,"R SQUARE,  INC",IT
NEW JERSEY,"AUDIBLE, INC.",Other Economic Sector
NEW JERSEY,"RESOURCE LOGISTICS, INC.",IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,INTONE NETWORKS INC,IT
NEW JERSEY,INVENTIV CLINICAL SOLUTIONS,
NEW JERSEY,"DIASPARK, INC",IT
NEW JERSEY,OPEN SYSTEMS TECHNOLOGIES,IT
NEW JERSEY,SPRUCE TECHNOLOGY INC,IT
NEW JERSEY,"HONEYWELL INTERNATIONAL, INC.",Advanced Mfg
NEW JERSEY,SHIVAM INFOTECH INC.,IT
NEW JERSEY,"INTEGRATED RESOURCES, INC.",Other Economic Sector
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"FIRST PRIORITY EMERGENCY VEHICLES, INC.",Automotive
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"KAIZEN TECHNOLOGIES, INC",IT
NEW JERSEY,"MERCK & CO., INC.",Biotechnology
NEW JERSEY,CORPORATE AMERICA BUSINESS SOLUTIONS INC.,IT
NEW JERSEY,"STRATEGIC RESOURCES INTERNATIONAL, INC",IT
NEW JERSEY,"EATEAM, INC.",IT
NEW JERSEY,"TRISYNC TECHNOLOGIES, INC.",IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,NOVARTIS PHARMACEUTICALS CORPORATION,
NEW JERSEY,NIKSUN,IT
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,SOURCEINFOTECH INC.,IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,"NEC LABORATORIES AMERICA, INC.",Biotechnology
NEW JERSEY,"EISAI, INC.",Advanced Mfg
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,AXON SOLUTIONS INC.,Other Economic Sector
NEW JERSEY,IT AMERICA INC,IT
NEW JERSEY,CELLCO PARTNERSHIP D/B/A VERIZON WIRELESS,IT
NEW JERSEY,AKT LLC,IT
NEW JERSEY,MERCK SHARP & DOHME CORP,Advanced Mfg
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"HORIZON HEALTHCARE SERVICES, INC. D/B/A HORIZON BL",Finance
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,SYNECHRON,IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"EMPOWER PROFESSIONALS, INC",IT
NEW JERSEY,"EMPOWER PROFESSIONALS, INC",IT
NEW JERSEY,"A1 KAISER, INC.,",IT
NEW JERSEY,SUN CHEMICAL CORPORATION,Advanced Mfg
NEW JERSEY,DATANOMICS,IT
NEW JERSEY,SANDVIK INC,Finance
NEW JERSEY,SUNRISE PHARMACEUTICAL INC,Advanced Mfg
NEW JERSEY,"SUNRAY INFORMATICS, INC",IT
NEW JERSEY,VIRTUOSA GLOBAL SOLUTIONS LLC,IT
NEW JERSEY,"CYBERTHINK, INC.",IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,ZENOSYS LLC,IT
NEW JERSEY,MILLENNIUM INFORMATION TECHNOLOGIES,IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,3I INFOTECH INC.,IT
NEW JERSEY,ZYLOG SYSTEMS LIMITED DBA ZSL INC.,IT
NEW JERSEY,GOLDEN METALS INC.,Other Economic Sector
NEW JERSEY,AXON SOLUTIONS INC.,Other Economic Sector
NEW JERSEY,"ALLTECH CONSULTING SERVICES, INC",IT
NEW JERSEY,ORACLE FINANCIAL SERVICES SOFTWARE INC.,IT
NEW JERSEY,"PAMTEN, INC.",IT
NEW JERSEY,SRNL INTERNATIONAL INC,IT
NEW JERSEY,NATSOFT CORPORATION,IT
NEW JERSEY,TECHNO-COMP INC,IT
NEW JERSEY,"DIASPARK, INC",IT
NEW JERSEY,PARILUX INVESTMENT TECHNOLOGY LLC,IT
NEW JERSEY,JFK MEDICAL CENTER NJ NEUROSCIENCE INSTITUTE,Health Care
NEW JERSEY,"RUTGERS, THE STATE UNIV. OF NEW JERSEY",Educational Services
NEW JERSEY,PALVAI GLOBAL SERVICES INC,IT
NEW JERSEY,"AR SYSTEMS, INC",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,3I INFOTECH INC.,IT
NEW JERSEY,TRI-POWER DESIGN LLC,Aerospace
NEW JERSEY,"AVAYA, INC.",Advanced Mfg
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,SYMBOL SOFTWARE SERVICES INC,IT
NEW JERSEY,APEX TECHNOLOGY GROUP INC.,IT
NEW JERSEY,NALASHAA LLC,IT
NEW JERSEY,"SMARTWORKS, LLC",IT
NEW JERSEY,"CLOUDEEVA, INC",IT
NEW JERSEY,ALNA CONSTRUCTION CORP,Construction
NEW JERSEY,MERCK SHARP & DOHME CORP,Biotechnology
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,"AMIRIT TECHNOLOGIES, INC.",Aerospace
NEW JERSEY,"ALLTECH CONSULTING SERVICES, INC",IT
NEW JERSEY,"LATEK LOGISTICS USA, INC.",Transportation
NEW JERSEY,EMETEORS INC,IT
NEW JERSEY,"DIASPARK, INC",IT
NEW JERSEY,SUNMERGE SYSTEMS INC.,IT
NEW JERSEY,LARSEN & TOUBRO INFOTECH LIMITED,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,KURT VERSEN INC,Advanced Mfg
NEW JERSEY,"FIRST TEK, INC.",IT
NEW JERSEY,HALL CONSTRUCTION CO. INC.,Construction
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Finance
NEW JERSEY,LUCID TECHNOLOGIES LLC,IT
NEW JERSEY,"AUDIBLE, INC.",Other Economic Sector
NEW JERSEY,"INGENIX PHARMACEUTICAL SERVICES, INC.",
NEW JERSEY,SQUARE ENTERPRISES CORP,Other Economic Sector
NEW JERSEY,"LOGISTIC SOLUTIONS, INC.",IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,CITCO FUND SERVICES (USA) INC.,Finance
NEW JERSEY,LARSEN & TOUBRO INFOTECH LIMITED,IT
NEW JERSEY,"VIDYO, INC.",IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,SOURCEINFOTECH INC.,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"DIASPARK, INC",IT
NEW JERSEY,"RESOURCE LOGISTICS, INC.",IT
NEW JERSEY,M2 RESOURCES INC,IT
NEW JERSEY,EZ SOLUTIONS INC,IT
NEW JERSEY,CYBER RESOURCE GROUP INC,IT
NEW JERSEY,PFISTER ENERGY INC.,Construction
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,"MANAGE MY DREAM, LLC",IT
NEW JERSEY,"L.D. STUDIO, INC.",Advanced Mfg
NEW JERSEY,BNP PARIBAS RCC,Finance
NEW JERSEY,WILLIAM PATERSON UNIVERSITY,Educational Services
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"ALCATEL LUCENT USA, INC.",Advanced Mfg
NEW JERSEY,"GDB INTERNATIONAL, INC.",Other Economic Sector
NEW JERSEY,WILLIAM PATERSON UNIVERSITY,Educational Services
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,"PRINCETON INFORMATION, LTD.",Other Economic Sector
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,"KAIZEN TECHNOLOGIES, INC",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,SCADEA SOLUTIONS INC.,IT
NEW JERSEY,"ACTAVIS, INC.",Advanced Mfg
NEW JERSEY,POLARIS SOFTWARE LAB (INDIA) LTD.,IT
NEW JERSEY,"AVAYA, INC.",Advanced Mfg
NEW JERSEY,NEW BRUNSWICK THEOLOGICAL SEMINARY,Educational Services
NEW JERSEY,"GRUPPO EDITORIALE OGGI, INC.",Other Economic Sector
NEW JERSEY,"UNITED ARAB AGENCIES, INC",Transportation
NEW JERSEY,IPOLARITY LLC,IT
NEW JERSEY,"BRIDGE-X TECHNOLOGIES, INC.",IT
NEW JERSEY,RIVIERA CONSULTING LLC,
NEW JERSEY,"MAXISIT,INC",IT
NEW JERSEY,"ORION SYSTEMS INTEGRATORS, INC",IT
NEW JERSEY,"VISEO USA,INC.",IT
NEW JERSEY,ALPHA CONSULTING CORP.,IT
NEW JERSEY,"AMIRIT TECHNOLOGIES, INC.",Aerospace
NEW JERSEY,"STRATEGIC RESOURCES INTERNATIONAL, INC",IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,"NETWORK 1 FINANCIAL SECURITIES, INC.",Finance
NEW JERSEY,CHINA CONSTRUCTION AMERICA INC,Construction
NEW JERSEY,"STRATEGIC RESOURCES INTERNATIONAL, INC",IT
NEW JERSEY,"PRIMESOFT, INC.",IT
NEW JERSEY,NEXAGE TECHNOLOGIES USA INC,IT
NEW JERSEY,MICROEXCEL INC,IT
NEW JERSEY,MARSH USA INC.,Finance
NEW JERSEY,"ERPMARK, INC.",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"CENTRAPRISE, CORP",IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,POLARIS SOFTWARE LAB (INDIA) LTD.,IT
NEW JERSEY,"ISPACE,INC.",IT
NEW JERSEY,"SATYAM COMPUTER SERVICES, LTD.",IT
NEW JERSEY,NEW WORLD CREATION INC. OF NEW YORK,Other Economic Sector
NEW JERSEY,E-BUSINESS INTERNATIONAL INC,IT
NEW JERSEY,NITEOSOFT INC DBA COMPWORLDWIDE,IT
NEW JERSEY,SIRI INFOSOLUTIONS INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,"SHENOY ENGINEERING, PC",Aerospace
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,NOVISYS LLC.,IT
NEW JERSEY,"FUSION PLUS SOLUTIONS, INC",IT
NEW JERSEY,"KAIZEN TECHNOLOGIES, INC",IT
NEW JERSEY,OPEN SYSTEMS TECHNOLOGIES,IT
NEW JERSEY,"LOGIC PLANET, INC",IT
NEW JERSEY,CELLCO PARTNERSHIP D/B/A VERIZON WIRELESS,IT
NEW JERSEY,NORTH AMERICAN ELEVATOR,Advanced Mfg
NEW JERSEY,SYSTIME COMPUTER CORPORATION,IT
NEW JERSEY,SGS NORTH AMERICA INC.,Aerospace
NEW JERSEY,M2 RESOURCES INC,IT
NEW JERSEY,HOLTEC INTERNATIONAL,Aerospace
NEW JERSEY,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Finance
NEW JERSEY,CYBER RESOURCE GROUP INC,IT
NEW JERSEY,"ORION SYSTEMS INTEGRATORS, INC",IT
NEW JERSEY,"FUSION PLUS SOLUTIONS, INC",IT
NEW JERSEY,"IGATE TECHNOLOGIES, INC.",IT
NEW JERSEY,"IT CATS, LLC",IT
NEW JERSEY,FEDERATION OF BALKAN AMERICAN ASSOCIATIONS INC,Educational Services
NEW JERSEY,"ORION SYSTEMS INTEGRATORS, INC",IT
NEW JERSEY,IPIVOT LIMITED LIABILITY COMPANY,IT
NEW JERSEY,MATOSSIAN EYE ASSOCIATES,Health Care
NEW JERSEY,ANA-DATA CONSULTING INC,Other Economic Sector
NEW JERSEY,POLARIS SOFTWARE LAB (INDIA) LTD.,IT
NEW JERSEY,AVENIR ASSOCIATES INC,IT
NEW JERSEY,"EPEOPLE TECHNOLOGIES, INC.",IT
NEW JERSEY,3I INFOTECH INC.,IT
NEW JERSEY,MARSH USA INC.,Finance
NEW JERSEY,"ACTAVIS, INC.",Advanced Mfg
NEW JERSEY,"EVEREST CONSULTING GROUP, INC",IT
NEW JERSEY,BLUENOG CORPORATION,IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,GOLDMAN SACHS SERVICES LLC,Finance
NEW JERSEY,"TRUSTEK, INC.",IT
NEW JERSEY,FIRST CREDIT SERVICES,Finance
NEW JERSEY,SUMITOMO MITSUI TRUST BANK (U.S.A.) LIMITED,Finance
NEW JERSEY,"ENTERNET BUSINESS SYSTEMS, INC.",IT
NEW JERSEY,LARSEN & TOUBRO LIMITED,Aerospace
NEW JERSEY,ECLOUD LABS INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,RAM COMPU CREATIONS INC.,IT
NEW JERSEY,3A SOFT INC,IT
NEW JERSEY,ATHREYA INC,IT
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,ERNST & YOUNG U.S. LLP,Finance
NEW JERSEY,POLARIS SOFTWARE LAB (INDIA) LTD.,IT
NEW JERSEY,INTONE NETWORKS INC,IT
NEW JERSEY,"COMMVAULT AMERICAS, INC",IT
NEW JERSEY,SAVING THE NEXT GENERATION,Educational Services
NEW JERSEY,POLARIS SOFTWARE LAB (INDIA) LTD.,IT
NEW JERSEY,"JS AMERICA, INC.",Other Economic Sector
NEW JERSEY,HCL INFOSERV INC.,IT
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,NALASHAA LLC,IT
NEW JERSEY,"FIRST TEK, INC.",IT
NEW JERSEY,"INTEGRATED RESOURCES, INC.",Other Economic Sector
NEW JERSEY,4D SECURITY SOLUTIONS,IT
NEW JERSEY,"GLOBALPOINT, INC",IT
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,SPORTSMED PHYSICAL THERAPY LLC,Health Care
NEW JERSEY,"AS AMERICA, INC.",Advanced Mfg
NEW JERSEY,GLOBAL DATA MANAGEMENT INC,IT
NEW JERSEY,AMNEAL PHARMACEUTICALS LLC,Advanced Mfg
NEW JERSEY,"EMTEC, INC.",IT
NEW JERSEY,SUNMERGE SYSTEMS INC.,IT
NEW JERSEY,"DICE IT SOLUTIONS, LLC",IT
NEW JERSEY,MASTER OF WORLD CORPORATION,Other Economic Sector
NEW JERSEY,AIT GLOBAL INC,IT
NEW JERSEY,INFINITY TECH GROUP INC,IT
NEW JERSEY,PALAYEKAR COMPANIES INC,IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,"BOGLEBOGLE, INC. D/B/A TO SOC CHON",Hospitality
NEW JERSEY,"ENTERNET BUSINESS SYSTEMS, INC.",IT
NEW JERSEY,"ENTERNET BUSINESS SYSTEMS, INC.",IT
NEW JERSEY,"AUTOMATIC DATA PROCESSING, INC.",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,SYSNET TECHNOLOGY SOLUTIONS,IT
NEW JERSEY,"AMIRIT TECHNOLOGIES, INC.",
NEW JERSEY,NITEOSOFT INC DBA COMPWORLDWIDE,IT
NEW JERSEY,"HEXAWARE TECHNOLOGIES, INC.",IT
NEW JERSEY,"JSMN INTERNATIONAL, INC.",IT
NEW JERSEY,VEDICSOFT SOLUTIONS INC,IT
NEW JERSEY,"MARLABS, INC",IT
NEW JERSEY,AMNEAL PHARMACEUTICALS LLC,Advanced Mfg
NEW JERSEY,AMERIQUEST BUSINESS SERVICES,Transportation
NEW JERSEY,IT AMERICA INC,IT
NEW JERSEY,"VALUEMOMENTUM, INC.",IT
NEW JERSEY,"KMK CONSULTING, INC.",IT
NEW JERSEY,"RAMPS INTERNATIONAL, INC",IT
NEW JERSEY,"CIBB ASSOCIATES, LLC D/B/A BOGARTS",Hospitality
NEW JERSEY,PARKER INTERIOR PLANTSCAPE INC.,Other Economic Sector
NEW JERSEY,INTONE NETWORKS INC,IT
NEW JERSEY,"RESOURCE LOGISTICS, INC.",IT
NEW JERSEY,"COMPUNNEL SOFTWARE GROUP, INC.",IT
NEW JERSEY,"RAMPS INTERNATIONAL, INC",IT
NEW JERSEY,"TURKON AMERICA, INC",Transportation
NEW JERSEY,FAITH GROUP COMPANY,Advanced Mfg
NEW JERSEY,VST CONSULTING INC,IT
NEW JERSEY,NIXSOL INC,IT
